Latitude (decimal degrees):	48.211
Longitude (decimal degrees):	9.034
Elevation (m):	730
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0710,0.0,0.0,0.0,-6.38,2.41,0.0
20230119:0810,99.07,124.15,7.76,-6.08,2.28,0.0
20230119:0910,255.43,288.91,14.3,-4.51,2.41,0.0
20230119:1010,242.63,276.12,18.94,-3.08,3.17,0.0
20230119:1110,185.93,217.44,21.24,-2.31,3.1,0.0
20230119:1210,136.3,165.33,20.96,-1.68,3.17,0.0
20230119:1310,61.56,84.19,18.12,-1.66,2.9,0.0
20230119:1410,35.11,53.92,13.03,-1.63,2.55,0.0
20230119:1510,16.29,30.77,6.14,-2.02,1.93,0.0
20230119:1610,0.0,0.0,0.0,-2.82,1.52,0.0
20230119:1710,0.0,0.0,0.0,-3.73,1.45,0.0
20230119:1810,0.0,0.0,0.0,-4.39,1.17,0.0
20230119:1910,0.0,0.0,0.0,-4.49,1.38,0.0
20230119:2010,0.0,0.0,0.0,-4.58,0.97,0.0
20230119:2110,0.0,0.0,0.0,-5.06,0.48,0.0
20230119:2210,0.0,0.0,0.0,-5.14,0.28,0.0
20230119:2310,0.0,0.0,0.0,-5.33,0.28,0.0
20230120:0010,0.0,0.0,0.0,-5.5,0.34,0.0
20230120:0110,0.0,0.0,0.0,-5.64,0.41,0.0
20230120:0210,0.0,0.0,0.0,-5.63,0.48,0.0
20230120:0310,0.0,0.0,0.0,-5.73,0.48,0.0
20230120:0410,0.0,0.0,0.0,-5.79,0.62,0.0
20230120:0510,0.0,0.0,0.0,-6.01,0.69,0.0
20230120:0610,0.0,0.0,0.0,-6.17,0.69,0.0
20230120:0710,0.0,0.0,0.0,-6.15,0.83,0.0
20230120:0810,141.91,171.28,7.9,-5.51,0.97,0.0
20230120:0910,127.16,153.86,14.47,-4.67,1.1,0.0
20230120:1010,225.55,259.77,19.13,-3.28,1.17,0.0
20230120:1110,145.08,174.95,21.45,-2.07,1.72,0.0
20230120:1210,216.56,251.62,21.18,-1.64,1.66,0.0
20230120:1310,35.85,54.87,18.35,-1.41,1.66,0.0
20230120:1410,101.26,127.71,13.26,-1.58,1.66,0.0
20230120:1510,150.89,185.54,6.36,-2.06,1.38,0.0
20230120:1610,0.0,0.0,0.0,-3.55,1.31,0.0
20230120:1710,0.0,0.0,0.0,-4.15,0.76,0.0
20230120:1810,0.0,0.0,0.0,-4.62,0.62,0.0
20230120:1910,0.0,0.0,0.0,-5.06,0.83,0.0
20230120:2010,0.0,0.0,0.0,-5.23,0.76,0.0
20230120:2110,0.0,0.0,0.0,-5.34,0.83,0.0
20230120:2210,0.0,0.0,0.0,-5.42,0.83,0.0
20230120:2310,0.0,0.0,0.0,-5.57,0.76,0.0
20230121:0010,0.0,0.0,0.0,-5.75,0.62,0.0
20230121:0110,0.0,0.0,0.0,-5.75,0.34,0.0
20230121:0210,0.0,0.0,0.0,-6.03,0.34,0.0
20230121:0310,0.0,0.0,0.0,-6.31,1.03,0.0
20230121:0410,0.0,0.0,0.0,-8.4,1.66,0.0
20230121:0510,0.0,0.0,0.0,-9.1,1.86,0.0
20230121:0610,0.0,0.0,0.0,-10.35,1.79,0.0
20230121:0710,0.0,0.0,0.0,-9.08,2.48,0.0
20230121:0810,29.6,46.39,8.05,-7.45,2.34,0.0
20230121:0910,197.99,226.2,14.64,-5.71,3.79,0.0
20230121:1010,220.42,250.69,19.32,-4.62,3.79,0.0
20230121:1110,46.19,66.22,21.66,-3.66,3.93,0.0
20230121:1210,19.0,34.06,21.4,-3.36,4.41,0.0
20230121:1310,25.9,42.57,18.58,-3.43,4.21,0.0
20230121:1410,29.08,46.35,13.48,-3.69,3.86,0.0
20230121:1510,13.2,26.49,6.58,-4.14,3.72,0.0
20230121:1610,0.0,0.0,0.0,-4.81,3.45,0.0
20230121:1710,0.0,0.0,0.0,-5.13,3.17,0.0
20230121:1810,0.0,0.0,0.0,-5.27,3.52,0.0
20230121:1910,0.0,0.0,0.0,-5.6,3.45,0.0
20230121:2010,0.0,0.0,0.0,-5.72,2.97,0.0
20230121:2110,0.0,0.0,0.0,-5.64,3.1,0.0
20230121:2210,0.0,0.0,0.0,-5.6,3.1,0.0
20230121:2310,0.0,0.0,0.0,-5.58,2.62,0.0
20230122:0010,0.0,0.0,0.0,-5.72,1.72,0.0
20230122:0110,0.0,0.0,0.0,-5.82,1.86,0.0
20230122:0210,0.0,0.0,0.0,-5.71,1.79,0.0
20230122:0310,0.0,0.0,0.0,-5.63,1.79,0.0
20230122:0410,0.0,0.0,0.0,-5.55,1.72,0.0
20230122:0510,0.0,0.0,0.0,-5.44,1.59,0.0
20230122:0610,0.0,0.0,0.0,-5.2,1.45,0.0
20230122:0710,0.0,0.0,0.0,-5.32,1.31,0.0
20230122:0810,33.94,51.99,8.21,-5.01,1.17,0.0
20230122:0910,91.28,115.71,14.82,-4.29,1.59,0.0
20230122:1010,210.74,242.79,19.52,-3.46,2.28,0.0
20230122:1110,32.15,50.14,21.88,-3.06,2.55,0.0
20230122:1210,77.26,101.22,21.64,-2.86,2.48,0.0
20230122:1310,56.79,78.52,18.81,-2.78,2.48,0.0
20230122:1410,34.5,52.97,13.72,-2.77,2.48,0.0
20230122:1510,10.33,22.7,6.81,-2.95,1.93,0.0
20230122:1610,0.0,0.0,0.0,-4.02,1.72,0.0
20230122:1710,0.0,0.0,0.0,-4.64,1.79,0.0
20230122:1810,0.0,0.0,0.0,-4.95,1.79,0.0
20230122:1910,0.0,0.0,0.0,-4.73,1.79,0.0
20230122:2010,0.0,0.0,0.0,-4.64,1.72,0.0
20230122:2110,0.0,0.0,0.0,-4.89,1.72,0.0
20230122:2210,0.0,0.0,0.0,-5.24,1.86,0.0
20230122:2310,0.0,0.0,0.0,-5.27,2.0,0.0
20230123:0010,0.0,0.0,0.0,-5.43,2.07,0.0
20230123:0110,0.0,0.0,0.0,-4.83,1.86,0.0
20230123:0210,0.0,0.0,0.0,-4.82,2.0,0.0
20230123:0310,0.0,0.0,0.0,-4.59,2.14,0.0
20230123:0410,0.0,0.0,0.0,-4.49,2.34,0.0
20230123:0510,0.0,0.0,0.0,-4.5,2.41,0.0
20230123:0610,0.0,0.0,0.0,-4.41,2.69,0.0
20230123:0710,0.0,0.0,0.0,-4.51,2.83,0.0
20230123:0810,22.13,37.84,8.38,-4.37,2.83,0.0
20230123:0910,40.44,59.6,15.01,-3.93,3.59,0.0
20230123:1010,33.02,51.08,19.73,-3.31,4.0,0.0
20230123:1110,73.9,97.44,22.11,-2.67,4.21,0.0
20230123:1210,151.33,180.8,21.87,-1.98,4.28,0.0
20230123:1310,262.51,298.2,19.05,-1.47,4.34,0.0
20230123:1410,13.69,27.43,13.95,-1.12,4.21,0.0
20230123:1510,5.1,15.14,7.03,-0.96,4.0,0.0
20230123:1610,0.0,0.0,0.0,-0.99,4.34,0.0
20230123:1710,0.0,0.0,0.0,-1.09,4.28,0.0
20230123:1810,0.0,0.0,0.0,-1.16,4.21,0.0
20230123:1910,0.0,0.0,0.0,-1.31,4.07,0.0
20230123:2010,0.0,0.0,0.0,-1.29,4.14,0.0
20230123:2110,0.0,0.0,0.0,-1.31,4.28,0.0
20230123:2210,0.0,0.0,0.0,-1.31,4.28,0.0
20230123:2310,0.0,0.0,0.0,-1.28,4.21,0.0
20230124:0010,0.0,0.0,0.0,-1.26,4.14,0.0
20230124:0110,0.0,0.0,0.0,-1.14,4.14,0.0
20230124:0210,0.0,0.0,0.0,-1.13,4.07,0.0
20230124:0310,0.0,0.0,0.0,-1.03,4.07,0.0
20230124:0410,0.0,0.0,0.0,-1.01,4.0,0.0
20230124:0510,0.0,0.0,0.0,-1.01,3.93,0.0
20230124:0610,0.0,0.0,0.0,-1.1,3.79,0.0
20230124:0710,0.0,0.0,0.0,-1.18,3.66,0.0
20230124:0810,28.49,46.16,8.55,-0.96,3.17,0.0
20230124:0910,113.59,141.16,15.2,-0.64,3.52,0.0
20230124:1010,38.88,58.65,19.95,-0.09,3.66,0.0
20230124:1110,38.76,58.65,22.34,0.54,3.66,0.0
20230124:1210,71.71,96.49,22.12,1.12,3.72,0.0
20230124:1310,33.04,52.03,19.3,1.38,3.59,0.0
20230124:1410,22.98,39.73,14.19,1.46,3.45,0.0
20230124:1510,9.42,21.76,7.27,1.33,2.97,0.0
20230124:1610,0.0,0.0,0.0,0.92,2.9,0.0
20230124:1710,0.0,0.0,0.0,0.64,3.03,0.0
20230124:1810,0.0,0.0,0.0,0.49,3.1,0.0
20230124:1910,0.0,0.0,0.0,-0.36,2.48,0.0
20230124:2010,0.0,0.0,0.0,-0.38,2.34,0.0
20230124:2110,0.0,0.0,0.0,-0.4,2.41,0.0
20230124:2210,0.0,0.0,0.0,-0.48,2.48,0.0
20230124:2310,0.0,0.0,0.0,-0.52,2.41,0.0
20230125:0010,0.0,0.0,0.0,-0.45,2.07,0.0
20230125:0110,0.0,0.0,0.0,-0.37,2.34,0.0
20230125:0210,0.0,0.0,0.0,-0.43,2.41,0.0
20230125:0310,0.0,0.0,0.0,-0.57,2.41,0.0
20230125:0410,0.0,0.0,0.0,-0.64,2.55,0.0
20230125:0510,0.0,0.0,0.0,-0.77,2.48,0.0
20230125:0610,0.0,0.0,0.0,-0.85,2.62,0.0
20230125:0710,0.0,0.0,0.0,-1.09,2.14,0.0
20230125:0810,29.22,47.04,8.72,-1.07,2.34,0.0
20230125:0910,60.38,83.11,15.4,-0.83,2.48,0.0
20230125:1010,47.9,69.06,20.17,-0.48,2.69,0.0
20230125:1110,46.19,67.16,22.58,-0.2,2.69,0.0
20230125:1210,47.72,69.06,22.37,0.27,2.62,0.0
20230125:1310,42.79,63.38,19.55,0.47,2.69,0.0
20230125:1410,32.37,51.08,14.44,0.51,2.55,0.0
20230125:1510,24.61,41.68,7.51,0.36,2.14,0.0
20230125:1610,0.0,0.0,0.0,0.01,1.38,0.0
20230125:1710,0.0,0.0,0.0,-0.47,1.31,0.0
20230125:1810,0.0,0.0,0.0,-0.81,1.38,0.0
20230125:1910,0.0,0.0,0.0,-1.58,1.03,0.0
20230125:2010,0.0,0.0,0.0,-1.95,0.9,0.0
20230125:2110,0.0,0.0,0.0,-2.3,1.03,0.0
20230125:2210,0.0,0.0,0.0,-2.64,1.03,0.0
20230125:2310,0.0,0.0,0.0,-3.16,1.03,0.0
20230126:0010,0.0,0.0,0.0,-3.15,0.97,0.0
20230126:0110,0.0,0.0,0.0,-3.15,0.9,0.0
20230126:0210,0.0,0.0,0.0,-3.7,0.97,0.0
20230126:0310,0.0,0.0,0.0,-3.89,0.9,0.0
20230126:0410,0.0,0.0,0.0,-3.58,0.69,0.0
20230126:0510,0.0,0.0,0.0,-4.36,0.9,0.0
20230126:0610,0.0,0.0,0.0,-4.35,1.24,0.0
20230126:0710,0.0,0.0,0.0,-4.24,1.17,0.0
20230126:0810,2.35,10.41,8.9,-3.84,1.17,0.0
20230126:0910,92.57,117.78,15.6,-3.06,1.24,0.0
20230126:1010,49.08,70.0,20.39,-2.33,1.31,0.0
20230126:1110,43.22,63.38,22.82,-1.86,1.52,0.0
20230126:1210,31.14,49.19,22.62,-1.81,1.86,0.0
20230126:1310,21.05,36.89,19.8,-1.6,1.86,0.0
20230126:1410,82.03,106.79,14.69,-1.75,1.66,0.0
20230126:1510,13.74,27.43,7.75,-1.95,1.59,0.0
20230126:1610,0.0,0.0,0.0,-2.29,1.72,0.0
20230126:1710,0.0,0.0,0.0,-2.69,1.86,0.0
20230126:1810,0.0,0.0,0.0,-3.04,1.79,0.0
20230126:1910,0.0,0.0,0.0,-3.64,1.45,0.0
20230126:2010,0.0,0.0,0.0,-3.99,1.66,0.0
20230126:2110,0.0,0.0,0.0,-4.17,1.72,0.0
20230126:2210,0.0,0.0,0.0,-4.4,1.72,0.0
20230126:2310,0.0,0.0,0.0,-4.48,1.66,0.0
20230127:0010,0.0,0.0,0.0,-4.61,1.45,0.0
20230127:0110,0.0,0.0,0.0,-4.65,1.59,0.0
20230127:0210,0.0,0.0,0.0,-4.68,1.72,0.0
20230127:0310,0.0,0.0,0.0,-4.74,1.79,0.0
20230127:0410,0.0,0.0,0.0,-4.94,1.86,0.0
20230127:0510,0.0,0.0,0.0,-4.96,2.0,0.0
20230127:0610,0.0,0.0,0.0,-4.97,2.28,0.0
20230127:0710,0.0,0.0,0.0,-4.7,2.48,0.0
20230127:0810,61.48,83.37,9.09,-4.5,2.55,0.0
20230127:0910,73.21,96.18,15.81,-4.06,2.48,0.0
20230127:1010,34.63,52.97,20.63,-3.53,2.41,0.0
20230127:1110,45.98,66.22,23.07,-2.95,2.62,0.0
20230127:1210,45.91,66.22,22.88,-2.62,2.62,0.0
20230127:1310,104.87,131.38,20.06,-2.36,2.69,0.0
20230127:1410,22.64,38.79,14.94,-2.18,2.76,0.0
20230127:1510,27.15,44.34,7.99,-2.38,2.76,0.0
20230127:1610,0.0,0.0,0.0,-2.82,2.62,0.0
20230127:1710,0.0,0.0,0.0,-3.3,2.69,0.0
20230127:1810,0.0,0.0,0.0,-3.46,2.69,0.0
20230127:1910,0.0,0.0,0.0,-3.87,2.62,0.0
20230127:2010,0.0,0.0,0.0,-3.93,2.48,0.0
20230127:2110,0.0,0.0,0.0,-4.14,2.14,0.0
20230127:2210,0.0,0.0,0.0,-4.3,2.07,0.0
20230127:2310,0.0,0.0,0.0,-4.53,2.21,0.0
20230128:0010,0.0,0.0,0.0,-4.62,2.21,0.0
20230128:0110,0.0,0.0,0.0,-5.12,2.48,0.0
20230128:0210,0.0,0.0,0.0,-4.92,2.48,0.0
20230128:0310,0.0,0.0,0.0,-4.61,2.62,0.0
20230128:0410,0.0,0.0,0.0,-4.36,2.62,0.0
20230128:0510,0.0,0.0,0.0,-4.22,2.62,0.0
20230128:0610,0.0,0.0,0.0,-4.23,2.69,0.0
20230128:0710,0.0,0.0,0.0,-4.33,2.76,0.0
20230128:0810,26.73,43.52,9.29,-3.92,2.69,0.0
20230128:0910,79.77,103.54,16.03,-3.28,3.17,0.0
20230128:1010,41.02,60.54,20.86,-2.78,3.1,0.0
20230128:1110,44.17,64.33,23.33,-2.1,3.31,0.0
20230128:1210,41.65,61.49,23.14,-1.81,3.24,0.0
20230128:1310,51.53,72.84,20.33,-1.74,3.17,0.0
20230128:1410,31.94,50.14,15.2,-1.7,3.17,0.0
20230128:1510,15.17,29.33,8.24,-1.85,2.97,0.0
20230128:1610,0.0,0.0,0.0,-2.14,2.41,0.0
20230128:1710,0.0,0.0,0.0,-2.62,2.41,0.0
20230128:1810,0.0,0.0,0.0,-3.07,2.21,0.0
20230128:1910,0.0,0.0,0.0,-3.38,2.0,0.0
20230128:2010,0.0,0.0,0.0,-3.77,1.86,0.0
20230128:2110,0.0,0.0,0.0,-4.45,1.86,0.0
20230128:2210,0.0,0.0,0.0,-4.75,2.0,0.0
20230128:2310,0.0,0.0,0.0,-4.52,2.07,0.0
20230129:0010,0.0,0.0,0.0,-4.45,1.93,0.0
20230129:0110,0.0,0.0,0.0,-4.21,1.72,0.0
20230129:0210,0.0,0.0,0.0,-4.34,1.59,0.0
20230129:0310,0.0,0.0,0.0,-4.54,1.66,0.0
20230129:0410,0.0,0.0,0.0,-4.72,1.59,0.0
20230129:0510,0.0,0.0,0.0,-4.86,1.59,0.0
20230129:0610,0.0,0.0,0.0,-5.21,1.59,0.0
20230129:0710,0.0,0.0,0.0,-4.73,1.38,0.0
20230129:0810,19.8,35.0,9.49,-4.26,0.76,0.0
20230129:0910,88.84,113.76,16.25,-3.57,0.48,0.0
20230129:1010,44.88,65.27,21.11,-2.27,0.34,0.0
20230129:1110,45.48,66.22,23.59,-1.29,0.28,0.0
20230129:1210,71.88,96.49,23.41,-0.43,0.48,0.0
20230129:1310,36.34,55.81,20.6,0.1,0.62,0.0
20230129:1410,39.52,59.6,15.46,0.24,0.83,0.0
20230129:1510,34.26,53.39,8.49,-0.02,1.1,0.0
20230129:1610,0.0,0.0,0.0,-1.1,1.24,0.0
20230129:1710,0.0,0.0,0.0,-2.34,1.66,0.0
20230129:1810,0.0,0.0,0.0,-3.5,1.79,0.0
20230129:1910,0.0,0.0,0.0,-4.65,2.14,0.0
20230129:2010,0.0,0.0,0.0,-5.25,2.34,0.0
20230129:2110,0.0,0.0,0.0,-5.57,2.55,0.0
20230129:2210,0.0,0.0,0.0,-5.61,2.62,0.0
20230129:2310,0.0,0.0,0.0,-5.45,2.69,0.0
20230130:0010,0.0,0.0,0.0,-5.18,2.76,0.0
20230130:0110,0.0,0.0,0.0,-4.45,2.76,0.0
20230130:0210,0.0,0.0,0.0,-4.35,2.55,0.0
20230130:0310,0.0,0.0,0.0,-4.13,2.55,0.0
20230130:0410,0.0,0.0,0.0,-3.83,2.69,0.0
20230130:0510,0.0,0.0,0.0,-3.92,2.97,0.0
20230130:0610,0.0,0.0,0.0,-3.87,3.17,0.0
20230130:0710,0.0,0.0,0.0,-3.75,3.52,0.0
20230130:0810,60.39,82.46,9.7,-3.13,3.66,0.0
20230130:0910,178.09,208.82,16.48,-2.02,3.66,0.0
20230130:1010,191.96,224.66,21.36,-0.88,4.14,0.0
20230130:1110,90.88,117.3,23.86,0.2,4.62,0.0
20230130:1210,85.58,111.63,23.69,0.59,4.69,0.0
20230130:1310,80.39,105.95,20.87,0.78,4.83,0.0
20230130:1410,37.19,56.76,15.73,0.45,4.21,0.0
20230130:1510,22.37,38.79,8.74,0.36,4.9,0.0
20230130:1610,0.0,0.0,0.0,0.2,4.34,0.0
20230130:1710,0.0,0.0,0.0,-0.06,3.79,0.0
20230130:1810,0.0,0.0,0.0,-0.16,3.59,0.0
20230130:1910,0.0,0.0,0.0,-0.8,3.45,0.0
20230130:2010,0.0,0.0,0.0,-0.73,3.31,0.0
20230130:2110,0.0,0.0,0.0,-0.86,3.17,0.0
20230130:2210,0.0,0.0,0.0,-0.92,3.1,0.0
20230130:2310,0.0,0.0,0.0,-0.9,3.03,0.0
20230131:0010,0.0,0.0,0.0,-1.1,2.76,0.0
20230131:0110,0.0,0.0,0.0,-1.27,2.48,0.0
20230131:0210,0.0,0.0,0.0,-1.56,2.21,0.0
20230131:0310,0.0,0.0,0.0,-2.02,2.0,0.0
20230131:0410,0.0,0.0,0.0,-2.19,1.86,0.0
20230131:0510,0.0,0.0,0.0,-2.46,1.86,0.0
20230131:0610,0.0,0.0,0.0,-2.8,1.86,0.0
20230131:0710,0.0,0.91,1.7,-3.58,2.28,0.0
20230131:0810,65.55,88.28,9.91,-3.17,2.41,0.0
20230131:0910,462.21,519.85,16.71,-1.9,2.62,0.0
20230131:1010,323.5,366.9,21.61,-0.43,3.1,0.0
20230131:1110,378.47,428.14,24.13,0.45,3.59,0.0
20230131:1210,272.7,313.53,23.97,1.14,4.0,0.0
20230131:1310,63.24,87.03,21.15,1.41,4.21,0.0
20230131:1410,17.81,33.11,16.0,1.31,4.07,0.0
20230131:1510,151.96,186.23,9.0,1.02,3.79,0.0
20230131:1610,0.0,0.0,0.0,0.44,3.72,0.0
20230131:1710,0.0,0.0,0.0,-0.14,3.66,0.0
20230131:1810,0.0,0.0,0.0,-0.16,3.72,0.0
20230131:1910,0.0,0.0,0.0,-0.26,3.93,0.0
20230131:2010,0.0,0.0,0.0,-0.32,3.86,0.0
20230131:2110,0.0,0.0,0.0,-0.14,3.86,0.0
20230131:2210,0.0,0.0,0.0,0.01,3.79,0.0
20230131:2310,0.0,0.0,0.0,0.05,3.72,0.0
20230201:0010,0.0,0.0,0.0,0.09,3.72,0.0
20230201:0110,0.0,0.0,0.0,0.0,3.66,0.0
20230201:0210,0.0,0.0,0.0,-0.01,3.52,0.0
20230201:0310,0.0,0.0,0.0,-0.05,3.52,0.0
20230201:0410,0.0,0.0,0.0,0.11,3.66,0.0
20230201:0510,0.0,0.0,0.0,0.21,3.72,0.0
20230201:0610,0.0,0.0,0.0,0.34,3.86,0.0
20230201:0710,0.0,0.91,1.9,0.45,4.55,0.0
20230201:0810,23.82,40.68,10.13,0.9,4.76,0.0
20230201:0910,31.5,50.14,16.96,1.24,4.55,0.0
20230201:1010,125.42,155.19,21.88,1.46,6.07,0.0
20230201:1110,68.16,92.71,24.41,2.12,6.48,0.0
20230201:1210,190.66,225.81,24.25,2.17,5.93,0.0
20230201:1310,106.21,134.79,21.43,2.14,6.0,0.0
20230201:1410,9.39,21.76,16.27,2.08,5.66,0.0
20230201:1510,2.26,10.41,9.25,1.68,4.69,0.0
20230201:1610,0.0,0.0,0.0,1.06,4.62,0.0
20230201:1710,0.0,0.0,0.0,0.62,4.55,0.0
20230201:1810,0.0,0.0,0.0,0.3,4.62,0.0
20230201:1910,0.0,0.0,0.0,0.17,5.03,0.0
20230201:2010,0.0,0.0,0.0,0.15,5.03,0.0
20230201:2110,0.0,0.0,0.0,0.27,5.03,0.0
20230201:2210,0.0,0.0,0.0,0.29,4.97,0.0
20230201:2310,0.0,0.0,0.0,0.19,4.9,0.0
20230202:0010,0.0,0.0,0.0,0.08,4.83,0.0
20230202:0110,0.0,0.0,0.0,0.26,5.03,0.0
20230202:0210,0.0,0.0,0.0,0.23,5.03,0.0
20230202:0310,0.0,0.0,0.0,0.39,4.9,0.0
20230202:0410,0.0,0.0,0.0,0.53,4.76,0.0
20230202:0510,0.0,0.0,0.0,0.52,4.62,0.0
20230202:0610,0.0,0.0,0.0,0.47,4.48,0.0
20230202:0710,0.0,2.72,2.1,0.55,4.48,0.0
20230202:0810,57.25,80.01,10.35,0.56,4.55,0.0
20230202:0910,88.91,115.13,17.2,0.7,4.55,0.0
20230202:1010,50.86,72.84,22.14,1.16,4.34,0.0
20230202:1110,108.72,137.51,24.69,1.79,5.86,0.0
20230202:1210,140.23,171.69,24.54,1.84,5.52,0.0
20230202:1310,140.95,172.38,21.72,2.14,5.72,0.0
20230202:1410,27.49,45.41,16.54,2.07,4.62,0.0
20230202:1510,2.77,11.35,9.52,2.0,4.55,0.0
20230202:1610,0.0,0.0,0.0,1.71,4.34,0.0
20230202:1710,0.0,0.0,0.0,1.51,4.21,0.0
20230202:1810,0.0,0.0,0.0,1.42,4.0,0.0
20230202:1910,0.0,0.0,0.0,1.19,3.93,0.0
20230202:2010,0.0,0.0,0.0,1.22,3.72,0.0
20230202:2110,0.0,0.0,0.0,1.15,3.52,0.0
20230202:2210,0.0,0.0,0.0,0.88,3.45,0.0
20230202:2310,0.0,0.0,0.0,0.86,3.45,0.0
20230203:0010,0.0,0.0,0.0,0.78,3.45,0.0
20230203:0110,0.0,0.0,0.0,0.83,3.52,0.0
20230203:0210,0.0,0.0,0.0,0.64,3.59,0.0
20230203:0310,0.0,0.0,0.0,0.75,3.72,0.0
20230203:0410,0.0,0.0,0.0,1.0,3.79,0.0
20230203:0510,0.0,0.0,0.0,1.0,3.59,0.0
20230203:0610,0.0,0.0,0.0,1.06,3.59,0.0
20230203:0710,0.0,1.81,2.31,1.35,4.28,0.0
20230203:0810,64.67,88.79,10.58,1.64,4.48,0.0
20230203:0910,172.61,206.48,17.45,2.13,4.07,0.0
20230203:1010,143.53,175.8,22.42,2.61,4.55,0.0
20230203:1110,173.01,208.06,24.98,3.08,5.1,0.0
20230203:1210,184.48,220.27,24.84,3.33,6.07,0.0
20230203:1310,77.86,104.06,22.01,3.1,5.38,0.0
20230203:1410,76.51,102.47,16.82,3.26,5.66,0.0
20230203:1510,14.11,28.38,9.78,2.84,5.1,0.0
20230203:1610,0.0,0.0,0.0,2.49,5.03,0.0
20230203:1710,0.0,0.0,0.0,2.17,4.97,0.0
20230203:1810,0.0,0.0,0.0,2.14,4.76,0.0
20230203:1910,0.0,0.0,0.0,2.25,4.9,0.0
20230203:2010,0.0,0.0,0.0,1.88,4.83,0.0
20230203:2110,0.0,0.0,0.0,1.93,4.69,0.0
20230203:2210,0.0,0.0,0.0,2.12,4.55,0.0
20230203:2310,0.0,0.0,0.0,2.38,4.34,0.0
20230204:0010,0.0,0.0,0.0,2.6,4.07,0.0
20230204:0110,0.0,0.0,0.0,2.69,3.72,0.0
20230204:0210,0.0,0.0,0.0,2.77,3.17,0.0
20230204:0310,0.0,0.0,0.0,2.8,2.48,0.0
20230204:0410,0.0,0.0,0.0,2.75,1.86,0.0
20230204:0510,0.0,0.0,0.0,2.68,1.59,0.0
20230204:0610,0.0,0.0,0.0,2.54,1.52,0.0
20230204:0710,0.0,5.43,2.53,2.18,1.1,0.0
20230204:0810,38.5,58.76,10.81,2.09,2.14,0.0
20230204:0910,247.98,289.29,17.71,1.93,2.14,0.0
20230204:1010,241.83,282.94,22.69,2.02,2.07,0.0
20230204:1110,676.14,793.48,25.27,2.8,2.0,0.0
20230204:1210,227.59,269.19,25.14,3.1,1.93,0.0
20230204:1310,48.62,70.95,22.3,3.29,2.14,0.0
20230204:1410,34.26,53.92,17.1,3.23,2.14,0.0
20230204:1510,83.93,111.49,10.04,2.87,2.07,0.0
20230204:1610,0.0,0.0,0.0,2.31,1.59,0.0
20230204:1710,0.0,0.0,0.0,1.39,1.59,0.0
20230204:1810,0.0,0.0,0.0,0.71,1.59,0.0
20230204:1910,0.0,0.0,0.0,0.1,1.38,0.0
20230204:2010,0.0,0.0,0.0,-0.65,1.17,0.0
20230204:2110,0.0,0.0,0.0,-1.26,0.97,0.0
20230204:2210,0.0,0.0,0.0,-1.36,0.76,0.0
20230204:2310,0.0,0.0,0.0,-1.46,0.62,0.0
20230205:0010,0.0,0.0,0.0,-1.43,0.48,0.0
20230205:0110,0.0,0.0,0.0,-1.71,0.55,0.0
20230205:0210,0.0,0.0,0.0,-2.45,0.69,0.0
20230205:0310,0.0,0.0,0.0,-2.51,0.62,0.0
20230205:0410,0.0,0.0,0.0,-2.67,0.69,0.0
20230205:0510,0.0,0.0,0.0,-2.74,0.69,0.0
20230205:0610,0.0,0.0,0.0,-2.52,0.62,0.0
20230205:0710,0.33,6.34,2.75,-1.53,0.83,0.0
20230205:0810,85.79,111.83,11.06,-0.79,1.1,0.0
20230205:0910,184.21,218.22,17.97,-0.33,1.52,0.0
20230205:1010,67.59,91.76,22.98,0.34,1.86,0.0
20230205:1110,96.32,123.92,25.57,0.67,2.0,0.0
20230205:1210,50.68,72.84,25.44,1.42,1.86,0.0
20230205:1310,42.51,63.38,22.6,1.49,1.31,0.0
20230205:1410,20.79,36.89,17.38,0.66,0.83,0.0
20230205:1510,9.46,21.76,10.31,0.44,0.9,0.0
20230205:1610,0.0,1.81,1.9,0.13,0.9,0.0
20230205:1710,0.0,0.0,0.0,-0.23,0.97,0.0
20230205:1810,0.0,0.0,0.0,-0.47,1.1,0.0
20230205:1910,0.0,0.0,0.0,-0.33,1.79,0.0
20230205:2010,0.0,0.0,0.0,-0.42,1.93,0.0
20230205:2110,0.0,0.0,0.0,-0.57,1.86,0.0
20230205:2210,0.0,0.0,0.0,-0.81,1.72,0.0
20230205:2310,0.0,0.0,0.0,-0.94,1.86,0.0
20230206:0010,0.0,0.0,0.0,-1.29,1.86,0.0
20230206:0110,0.0,0.0,0.0,-1.36,2.28,0.0
20230206:0210,0.0,0.0,0.0,-1.57,2.0,0.0
20230206:0310,0.0,0.0,0.0,-1.63,2.14,0.0
20230206:0410,0.0,0.0,0.0,-1.78,2.0,0.0
20230206:0510,0.0,0.0,0.0,-1.95,1.93,0.0
20230206:0610,0.0,0.0,0.0,-2.15,2.07,0.0
20230206:0710,0.0,0.0,0.0,-2.33,2.14,0.0
20230206:0810,27.29,44.46,11.3,-2.34,2.14,0.0
20230206:0910,30.35,48.24,18.24,-1.77,2.21,0.0
20230206:1010,52.2,73.79,23.27,-1.23,2.41,0.0
